ITEM_20150317_000001	Empty_头盔 
ITEM_20150317_000465	This 武器 will only deal as much 伤害 as you expect it to every time you pull the trigger. 
ITEM_20150317_000466	克莱维斯之十字弓 
ITEM_20150317_000467	You may be the first person to draw the true 潜能l of this 武器. 
ITEM_20150317_000468	三叉十字弓 
ITEM_20150317_000469	炙热昏睡十字弓 
ITEM_20150317_000470	诅咒之十字弓 
ITEM_20150317_000471	阿斯顿之十字弓 
ITEM_20150317_000472	黛妃之十字弓 
ITEM_20150317_000473	初级十字弓 
ITEM_20150317_000474	射星 
ITEM_20150317_000475	Previously only archers who completed the training in 'The Tower of the Stars' could use this 武器. 
ITEM_20150317_000476	Katyn Blaster 
ITEM_20150317_000477	The Ranger 大师之developed this 武器 based on rese拱形data on the 魔物们 in the Katyn 森林之after the Great Plant Cataclysm. However, he recommends that no one uses it. 
ITEM_20150317_000478	Grajus 
ITEM_20150317_000479	Can you hunt a 大号 魔物 using only a 单手式十字弓? This is the answer. 
ITEM_20150317_000480	亡者的十字弓 
ITEM_20150317_000481	This is not a 亡者的武器. The original owner was probably a pitiful victim. 
ITEM_20150317_000482	恰帕瑞森 射手 
ITEM_20150317_000483	This 武器 is preparation enough to give the 原野 野兽s a taste of pain. 
ITEM_20150317_000484	Isbality 
ITEM_20150317_000485	The greatest archer in history, Lydia Schaffen, did not hesitate in 猎人之down Demons. It的difficult to obtain this 武器 because Schaffenstar did not reveal the recipe to the public. 
ITEM_20150317_000486	Morto 
ITEM_20150317_000487	This recipe was disclosed to the public after Evoniphon threw away his 武器 away while being chased by Fiona Ieva. However many became victim of foolishly challenging 魔物们 while only relying on this 武器. 
ITEM_20150317_000488	Empty_武器_锤 
ITEM_20150317_000489	粗糙的木质棒槌 
ITEM_20150317_000490	单手式 Blunt Instrument [Strike] 
ITEM_20150317_000491	A very simple 武器 for anyone to use without difficulty. 
ITEM_20150317_000492	木质棒槌 
ITEM_20150317_000493	Even an ordinary 木质stick can become a holy item if wielded by a Priest. 
ITEM_20150317_000494	丹凯尔 铁质棒槌 
ITEM_20150317_000495	A 武器 at least of this caliber is necessary to carry out the Goddess' punishment. 
ITEM_20150317_000496	低端的锤 
ITEM_20150317_000497	This is the minimum requirement to prove that you're no longer an apprent冰之Priest. 
ITEM_20150317_000498	晨星 
ITEM_20150317_000499	It is also known as 'The 锤 of Repentance' among the Priests. 
ITEM_20150317_000500	小木槌 
ITEM_20150317_000501	Seasoned Priests 攻击 the enemy in a multitude of ways using the ornament at the head of this 小木槌. 
ITEM_20150317_000502	古腾塔克长矛 
ITEM_20150317_000503	If you come across a Priest who handles this 武器 well, you will never say that Priests are inexperienced in 战斗 again. 
ITEM_20150317_000504	战争镐 
ITEM_20150317_000505	Did you say blunt 武器 can't pierce through 盔甲? There are always exceptions. 
ITEM_20150317_000506	大木槌 
ITEM_20150317_000507	Only those who has ceaselessly trained 他们的body can wield the 负重 of this 武器. 
ITEM_20150317_000508	战斗 平地锤 
ITEM_20150317_000509	Since the emergence of 魔物们, many 锤s underwent exterior changes. 
ITEM_20150317_000510	粗糙的古腾塔克长矛 
ITEM_20150317_000511	粗糙的战争镐 
ITEM_20150317_000512	军用的棒槌 
ITEM_20150317_000513	Despite being a Chaplain的official 武器, expedition priests rarely use them. 
ITEM_20150317_000514	市长的铁质棒槌 
ITEM_20150317_000515	There is evidence that it has been used as a tool rather than a 武器. 
ITEM_20150317_000516	粗糙的锤 
ITEM_20150317_000517	Chakan 
ITEM_20150317_000518	The original intention was to craft one single 重型的武器 by combining several blunt 武器. 
ITEM_20150317_000519	重型的木质棒槌 
ITEM_20150317_000520	铁质棒槌 
ITEM_20150317_000521	重型的铁质棒槌 
ITEM_20150317_000522	锤 
ITEM_20150317_000523	重型的晨星 
ITEM_20150317_000524	重型的大木槌 
ITEM_20150317_000525	重型的古腾塔克长矛 
ITEM_20150317_000526	丹凯尔 大木槌 
ITEM_20150317_000527	丹凯尔 战斗 平地锤 
ITEM_20150317_000528	丹凯尔 锤 
ITEM_20150317_000529	丹凯尔 晨星 
ITEM_20150317_000530	丹凯尔 古腾塔克长矛 
ITEM_20150317_000531	战斗 大木槌 
ITEM_20150317_000532	费迪南的棒槌 
ITEM_20150317_000533	符文锤 
ITEM_20150317_000534	长钉 棒槌 
ITEM_20150317_000535	铅质的平地锤 
ITEM_20150317_000536	战争 平地锤 
ITEM_20150317_000537	Slag 平地锤 
ITEM_20150317_000538	Five 平地锤 
ITEM_20150317_000539	If you feel like you've heard of this name somewhere else before, it的likely just your imagination. This 平地锤 was crafted strictly based on mathematical engineering. 
ITEM_20150317_000540	长钉 锤 
ITEM_20150317_000541	单手式 Blunt Instrument [Thrust] 
ITEM_20150317_000542	Blunt instruments usually cause impact 类型的伤害, but there are always exceptions to everything. 
ITEM_20150317_000543	盾牌 Breaker 
ITEM_20150317_000544	The ultimate pupose of impact 伤害 is to shatter a foe的盔甲 and 盾牌. Test it out yourself. 
ITEM_20150317_000545	Skull Crusher 
ITEM_20150317_000546	Although rare, a cleric can make an exception in 他们的vow to protect life. You will have to be particularly humble when facing a cleric holding this 武器. 
ITEM_20150317_000547	坎么奈斯之大木槌 
ITEM_20150317_000548	It is considered 的to be the weakest among alchemically crafted 武器. A frail 平地锤, of all things.. 
ITEM_20150317_000549	大木槌os 棒槌 
ITEM_20150317_000550	An 老旧的棒槌 designed when the Kingdom was founded. It的rather hard to obtain nowadays. 
ITEM_20150317_000551	Valtas 晨星 
ITEM_20150317_000552	This is a 基础的armament for clerics facing Demons. 
ITEM_20150317_000553	大帝国之锤 
ITEM_20150317_000554	In the 老旧的days it was readily available to Pardoners at an affordable price, but since the Great Plant Cataclysm those days are 久远的gone. 
ITEM_20150317_000555	Suncus 大木槌 
ITEM_20150317_000556	The initial concept of this 武器 was created by monks. Nowadays, it is 宽大的ly used by all of the clergy. 
ITEM_20150317_000557	矿工的平地锤 
ITEM_20150317_000558	When properly refined, work tools can become 武器. There is no need to carry both a 武器 and a tool into the depths of a mine. 
ITEM_20150317_000559	Aras' 铁质棒槌 
ITEM_20150317_000560	Craftable by clerics, 魔导s, alchemists, and even blacksmiths. This 棒槌 can easily be enchanted with magic. 
ITEM_20150317_000561	铁匠之锤 
ITEM_20150317_000562	The power of this 武器 is 完完全全的independent from its user的能力值 or faith. 
ITEM_20150317_000563	克莱维斯之锤 
ITEM_20150317_000564	Don't be disap点数ed that there were no iconic figures in history who used this 武器. You might become the first. 
ITEM_20150317_000565	迪奥之锤 
ITEM_20150317_000566	农用打谷锤 
ITEM_20150317_000567	Sastas 锤 
ITEM_20150317_000568	诅咒之锤 
ITEM_20150317_000569	阿斯顿之锤 
ITEM_20150317_000570	黛妃之锤 
ITEM_20150317_000571	初级 锤 
ITEM_20150317_000572	Holy Smasher 
ITEM_20150317_000573	Because clerics are confident in 他们的own faith, the recipe for this 武器 is often found, ironically, at unexpected locations. 
ITEM_20150317_000574	Kaloo 平地锤 
ITEM_20150317_000575	New possibilities have been discove红色的for 武器crafting thanks to the emergence of new 魔物们 since the Great Plant Cataclysm.   
ITEM_20150317_000576	公鸭 Tail 
ITEM_20150317_000577	It is said that the inventor of this 武器 lived 久远的bef矿石the founding period of the Kingdom. It is incredible that this recipe has survived to this date. 
ITEM_20150317_000578	皇家 锤 
ITEM_20150317_000579	This 武器 used to be only obtainable by clerics with permission from the 皇家 household. Such restrictions have become meaningless since the Great Plant Cataclysm. 
ITEM_20150317_000580	乌波 晨星 
ITEM_20150317_000581	 - 3% chance to cause 3 second Stun when 攻击ing. 
ITEM_20150317_000582	Some 乌波们 do carry useful 武器. 
ITEM_20150317_000583	亡者的棒槌 
ITEM_20150317_000584	A moment of silence for the previous owner who became the sacrif冰之requi红色的to make this 亡者. 
ITEM_20150317_000585	恰帕瑞森 锤 
ITEM_20150317_000586	No matter what 魔物 you face, this 武器 will leave a dent. 
ITEM_20150317_000587	Stunner 
ITEM_20150317_000588	Some clerics prefer to disorient 他们的target through means other than preaching. 
ITEM_20150317_000589	Valia 
ITEM_20150317_000590	It is consecrated with the power of the Goddess during the crafting process. 上古 Demons can't stand the sight of this 武器. 
ITEM_20150317_000591	矛fish 魔棒 
ITEM_20150317_000592	May it p魔棒uce barbed dicipline. 
ITEM_20150317_000593	木质盾牌 
ITEM_20150317_000594	Though made of wood, this has been crafted to meet the minimum requirements as a 盾牌. 
ITEM_20150317_000595	木质圆盾 
ITEM_20150317_000596	Surprisingly, the act of reinforcing the 圆盾 with a metal rim is only a recent development. Historians presume this trend first started around the founding period of the Kingdom. 
ITEM_20150317_000597	木质凯特 盾牌 
ITEM_20150317_000598	After examining a 盾牌 he improvised during an emergency, the Peltasta 大师之refined it into a new, multipurpose 盾牌. 
ITEM_20150317_000599	凯特 盾牌 
ITEM_20150317_000600	The metal 凯特 盾牌 used by the Cavalry has been further improved and enhanced by the warriors who prefer红色的sturdiness over solid 负重.  
ITEM_20150317_000601	Round 盾牌 
ITEM_20150317_000602	With the advancement in 战斗 techniques, the 负重 of the 盾牌 has become a secondary consideration. This 盾牌 design is heavily influenced by this trend. 
ITEM_20150317_000603	钢质的凯特 盾牌 
ITEM_20150317_000604	The sightings of 魔物们 with unprecedented 力量 created a need for a 凯特 盾牌 made of stronger materials. 
ITEM_20150317_000605	钢质的圆盾 
ITEM_20150317_000606	As this 盾牌 is light负重, versatile and sturdy, it is a popular cho冰之among people. 
ITEM_20150317_000607	Machinery 盾牌 
ITEM_20150317_000608	Many nobles and the Cavalry often carry this 盾牌 since it is very resilient against powerful blows. 
ITEM_20150317_000609	粗糙的木质圆盾 
ITEM_20150317_000610	A 小型, 木质盾牌. Not quite standard issue equipment, but better than nothing. 
ITEM_20150317_000611	粗糙的木质凯特 盾牌 
ITEM_20150317_000612	Legend say that the first person to invent this 类型的of 盾牌 was the Peltasta Master. 
ITEM_20150317_000613	丹凯尔 木质盾牌 
ITEM_20150317_000614	丹凯尔 木质圆盾 
ITEM_20150317_000615	Scallop 盾牌 
ITEM_20150317_000616	Pelta 盾牌 
ITEM_20150317_000617	费迪南的盾牌 
ITEM_20150317_000618	Kalkan 
ITEM_20150317_000619	Calvary 盾牌 
ITEM_20150317_000620	骑士盾 
ITEM_20150317_000621	塔盾 
ITEM_20150317_000622	黑色的木质盾牌 
ITEM_20150317_000623	This 盾牌 is famous for being the first to succeed in increasing one的resistance. It was infused with 魔力during its creation. 
ITEM_20150317_000624	欧克 盾牌 
ITEM_20150317_000625	This 盾牌 is crafted by making use of the wood的magical properties. 
ITEM_20150317_000626	野蛮人盾牌 
ITEM_20150317_000627	魔力is infused into this 盾牌 through alchemical process rather than through blessings from Goddess Gabija. 
ITEM_20150317_000628	Jalia 凯特 盾牌 
ITEM_20150317_000629	In the past, vast amounts of resources were requi红色的to craft this 盾牌. Nowadays, it can be crafted fairly easily. 
ITEM_20150317_000630	重型的凯特 盾牌 
ITEM_20150317_000631	A solid performance of this 盾牌 prevents even the unexpected dangers users may face. 
ITEM_20150317_000632	Bead 盾牌 
ITEM_20150317_000633	This 盾牌 provides excellent 防御 against lightning-类型的攻击s. 
ITEM_20150317_000634	Circle 守卫 
ITEM_20150317_000635	According to users, this 盾牌 begins to heat up if you use it for too long. 
ITEM_20150317_000636	Ludas 盾牌 
ITEM_20150317_000637	This 盾牌 is known to have magical properties that 提升 佩戴者的vitality. 
ITEM_20150317_000638	Minotaur 盾牌 
ITEM_20150317_000639	It is still unknown how Minotaur obtained this 盾牌. 
ITEM_20150317_000640	迪奥之盾牌 
ITEM_20150317_000641	农用打谷盾牌 
ITEM_20150317_000642	炙热昏睡盾牌 
ITEM_20150317_000643	诅咒之盾牌 
ITEM_20150317_000644	阿斯顿之盾牌 
ITEM_20150317_000645	黛妃之盾牌 
ITEM_20150317_000646	初级 盾牌 
ITEM_20150317_000647	Wall 守卫 
ITEM_20150317_000648	This 盾牌 restricts your 移动, but the sheer amount of 伤害 it could 潜能lly negate far outweighs that dis能力值. 
ITEM_20150317_000649	Fortress 
ITEM_20150317_000650	An excellent 盾牌, but also sought after by people who want a distinctive look. 
ITEM_20150317_000651	Beetleback 
ITEM_20150317_000652	The recipe for this 盾牌 has only been discove红色的recently. It may not be possible to craft it after the Great Plant Cataclysm ends. 
ITEM_20150317_000653	流星 
ITEM_20150317_000654	 - 1% chance to regenerate 200 HP every second for 5 秒钟 when hit 
ITEM_20150317_000655	Sage Wall 
ITEM_20150317_000656	There are records of Mayburn using this kind of 盾牌 when he used to adventure around the world prior to his dwelling in the 大教堂. 
ITEM_20150317_000657	Aias 
ITEM_20150317_000658	According to the legend, after seizing the recipe from the 恶魔 King, Ruklyss crafted this 盾牌 and used it himself. 
ITEM_20150317_000659	皇家 盾牌 
ITEM_20150317_000660	Equipment that will aid you in combat. Right-click to equip. 
ITEM_20150317_000661	Emperor 盾牌 
ITEM_20150317_000662	Test 盾牌 
ITEM_20150317_000663	Jiggle骨头 Mercenary 盾牌 
ITEM_20150317_000664	Jiggle骨头 Sippar 
ITEM_20150317_000665	Jiggle骨头 Sippar 2 
ITEM_20150317_000666	短小矛 
ITEM_20150317_000667	单手式 矛 [Stab] 
ITEM_20150317_000668	A basic, common 矛 for 军人们. 
ITEM_20150317_000669	戟 
ITEM_20150317_000670	A 矛 given to senior 军人们 or commanders. 
ITEM_20150317_000671	羽翼ed 戟 
ITEM_20150317_000672	Initially developed for the Cavalry, it has been 宽大的ly adopted by many branches of the army. 
ITEM_20150317_000673	Spontoon 
ITEM_20150317_000674	Upgraded version of the 戟. 
ITEM_20150317_000675	Asta 
ITEM_20150317_000676	Recently, an increasing number of people have expressed dislike towards the shape of this 矛. 
ITEM_20150317_000677	久远的Asta 
ITEM_20150317_000678	A longer variant of the original Asta. 
ITEM_20150317_000679	重型的短小矛 
ITEM_20150317_000680	重型的戟 
ITEM_20150317_000681	丹凯尔 短小矛 
ITEM_20150317_000682	丹凯尔 戟 
ITEM_20150317_000683	丹凯尔 Asta 
ITEM_20150317_000684	久远的Spoonton 
ITEM_20150317_000685	Alchupiz 
ITEM_20150317_000686	Gelti Alchupiz 
ITEM_20150317_000687	羽翼ed 矛 
ITEM_20150317_000688	Breach Pike 
ITEM_20150317_000689	Langdebeve 
ITEM_20150317_000690	Chauve-souris 
ITEM_20150317_000691	Sauroter 
ITEM_20150317_000692	A 矛 that is good for both ranged 攻击s and melee strikes, and can be used with a 盾牌. 
ITEM_20150317_000693	Reason 
ITEM_20150317_000694	A proto类型的model of the Sauroter. Both ends can be used if necessary. 
ITEM_20150317_000695	Assegai 
ITEM_20150317_000696	Though heavier than some other 矛s, a portion of its 负重 is offset by the spell bound to this 武器. 
ITEM_20150317_000697	坎么奈斯之矛 
ITEM_20150317_000698	There are no 武器 that cannot be crafted with alchemy, but this doesn't necessarily mean they will be better than those from a blacksmith. 
ITEM_20150317_000699	Grand Spontoon 
ITEM_20150317_000700	Recommended when you want m矿石offensive power than what your 矛 skills can p魔棒uce. 
ITEM_20150317_000701	Zega 矛 
ITEM_20150317_000702	Since the Great Plant Cataclysm, many recipes were found through the use of 变幻native ingredients from 魔物们. 
ITEM_20150317_000703	Harl 矛 
ITEM_20150317_000704	This 矛 is bound with a spell that boosts the user的agility. 
ITEM_20150317_000705	This 魔力矛 will help the user hit 他们的target. 
ITEM_20150317_000706	大帝国之矛 
ITEM_20150317_000707	A great cho冰之if you want a customized 矛, though the price reflects the quality of the 武器. 
ITEM_20150317_000708	费迪南的矛 
